country_iso3,hs_code,name_ko,mfn_rate_display
CHN,0302530000,Fresh or chilled cod,7%
CHN,0302540000,"Fresh or chilled hake (Hake, Hake)",7%
CHN,0302550000,Fresh or chilled Alaska pollock,7%
CHN,0302560000,"Fresh or chilled blue cod (cod, southern blue cod)",7%
CHN,0302590000,"Other fresh or cold cod, haddock, gadfish, haddock, black haddock, hake, deep-sea cod and Antarctic cod",7%
CHN,0302710000,Fresh or chilled tilapia (mouth-hatched non-carassius auratus),7%
CHN,0302720000,"Fresh or chilled catfish (catfish, catfish, catfish, catfish, catfish)",10%
CHN,0302730000,"Fresh or chilled carp (Cyprinus, Carassius, Grass carp, Silver carp, Mrigo, Black carp, Catla barb, Rohu barb, Hastelloy barb, Ho’s barb, Megalobrama)",7%
CHN,0302740010,Fresh or cold flower eel,7%
CHN,0302740020,Fresh or cold European eel,7%
CHN,0302740090,"Other eels (Anguilla spp.), fresh or chilled",7%
CHN,0302790001,Fresh or chilled Nile perch (Nile perch),7%
CHN,0302790090,"Snakehead fish (Channa spp.), fresh or chilled",7%
CHN,0302810010,Fresh or cold endangered sharks,7%
CHN,0302810090,Fresh or cold other sharks,7%
CHN,0302820000,Fresh or chilled stingrays and skates (Raphidae),7%
CHN,0302830000,Fresh or cold Antarctic toothfish (Antarctic toothfish),7%
CHN,0302840000,Fresh or cold sharpmouth bass (Euphorbia spp.),7%
CHN,0302850000,Fresh or cold mutton porgy (Sparidae),7%
CHN,0302891000,Fresh or chilled hairtail,7%
CHN,0302892000,Fresh or cold yellow croaker,7%
CHN,0302893000,Fresh or chilled pomfret (except silver pomfret),7%
CHN,0302894000,Fresh or cold pufferfish,10%
CHN,0302899001,"Other sea bass, fresh or chilled",7%
CHN,0302899010,Other unlisted endangered fresh or cold fish,7%
CHN,0302899020,Fresh or cold Scorpionfish,7%
CHN,0302899030,Fresh or chilled scorpionfish (Lepidoptera),7%
CHN,0302899090,Other fresh or cold fish,7%
CHN,0302910010,"Liver, roe and sperm of fresh or chilled endangered fish species",7%
CHN,0302910020,Fresh and cold fish eggs for breeding (except endangered species),7%
CHN,0302910090,"Other fresh or cold fish liver, fish roe and fish essence",7%
CHN,0302920010,Fresh or chilled endangered shark fins,12%
CHN,0302920090,Other fresh or chilled shark fins,12%
CHN,0302990010,Other fresh or cold edible endangered fish offal,7%
CHN,0302990020,"Fresh or chilled edible fish offal of turbot, flounder, herring, mackerel, pomfret, hairtail, Nile perch, barramundi, other perch",7%
CHN,0302990090,Other fresh or cold edible fish offal,7%
CHN,0303110000,Frozen sockeye salmon,7%
CHN,0303120000,"Other frozen salmon (fine salmon, salmon (species), chinook salmon, silver salmon, masu salmon, rose salmon)",7%
CHN,0303131000,Frozen Atlantic salmon,7%
CHN,0303132000,Frozen Danube Taimen,7%
CHN,0303140000,"Frozen trout (Brook trout, Rainbow trout, Clark salmon, Agua salmon, Jiyu salmon, Arizona salmon, Golden belly salmon)",12%
CHN,0303190000,Other frozen salmon,10%
CHN,0303230000,Frozen Tilapia (Non-carassius auratus),7%
CHN,0303240000,"Frozen catfish (catfish, catfish, catfish, catfish)",10%
CHN,0303250000,"Frozen carp (Cyprinus, Carassius, Grass carp, Silver carp, Mrigo, Black carp, Catla barb, Rohu barb, Hastelloy barb, Ho's barb, Megalobrama)",10%
CHN,0303260010,Frozen Flower Eel,10%
CHN,0303260020,Frozen European Eel,10%
CHN,0303260090,Other frozen eels (Anguilla spp.),10%
CHN,0303290001,Frozen Nile Perch (Nile Perch),7%
CHN,0303290090,Frozen snakehead fish (Channa spp.),7%
CHN,0303311000,Frozen Greenland Halibut,7%
CHN,0303319010,Frozen Atlantic Halibut (Halibut),10%
CHN,0303319090,Other frozen halibut,10%
CHN,0303320000,Frozen plaice (flounder),7%
CHN,0303330000,Frozen sole (Sole),7%
CHN,0303340000,Frozen turbot (turbot),7%
CHN,0303390010,Frozen Asian Arrowtooth Halibut,7%
CHN,0303390090,"Other frozen flatfish (flatfish, flounder, sole, sole, turbot, and flounder)",7%
CHN,0303410000,Frozen Albacore Tuna,7%
CHN,0303420000,Frozen Yellowfin Tuna,7%
CHN,0303430000,Frozen bonito,7%
CHN,0303440000,Frozen Bigeye Tuna,7%
CHN,0303451000,Frozen Atlantic Bluefin Tuna,7%
CHN,0303452000,Frozen Pacific Bluefin Tuna,7%
CHN,0303460000,Frozen Southern Bluefin Tuna,7%
CHN,0303490000,Other frozen tuna (Thunnus spp.),7%
CHN,0303510010,Frozen Pacific Herring,7%
CHN,0303510090,Frozen Atlantic Herring,7%
CHN,0303530000,"Frozen sardines (Sardina, Sardinella), sardines, herrings or sprats",7%
CHN,0303540000,"Frozen mackerel (Atlantic mackerel, Australian mackerel, Japanese mackerel)",7%
CHN,0303550000,"Frozen symmetrical horse mackerel, New Zealand horse mackerel and horse mackerel (Horse Mackerel)",7%
CHN,0303560000,Frozen Cobia,7%
CHN,0303570000,Frozen swordfish,7%
CHN,0303591000,"Frozen silver pomfret (Pompus spp.), other than edible offal",7%
CHN,0303599010,"Frozen capelin, other than edible offal",7%
CHN,0303599090,Other frozen fish under 0303.5,7%
CHN,0303630000,"Frozen cod (Atlantic cod, Greenland cod, Pacific cod)",7%
CHN,0303640000,Frozen haddock (Hadock),7%
CHN,0303650000,Frozen cod,7%
CHN,0303660000,"Frozen dog cod (Hake, Hake)",7%
CHN,0303670000,Frozen Alaska Pollock,7%
CHN,0303680000,"Frozen blue cod (cod, southern blue cod)",7%
CHN,0303690000,"Frozen other cod, haddock, gadfish, haddock, black haddock, hake, deep-sea cod and Antarctic cod",7%
CHN,0303810010,Frozen endangered sharks,7%
CHN,0303810090,Freeze other sharks,7%
CHN,0303820000,Frozen stingrays and skates (Rays),7%
CHN,0303830000,Frozen Antarctic Toothfish (Antarctic Toothfish),7%
CHN,0303840000,Frozen sharpnose seabass (Euphorbia spp.),7%
CHN,0303891000,Frozen Hairtail,7%
CHN,0303892000,Frozen yellow croaker,7%
CHN,0303893000,Frozen pomfret (except silver pomfret),7%
CHN,0303899001,Other frozen sea bass,7%
CHN,0303899010,Other unlisted endangered frozen fish,7%
CHN,0303899020,Frozen Scorpionfish,7%
CHN,0303899030,Frozen scorpionfish (Leaffin scorpionfish),7%
CHN,0303899090,Other unlisted frozen fish,7%
CHN,0303910010,"Frozen liver, roe and sperm of endangered fish species",7%
CHN,0303910020,Frozen fish eggs for breeding (except endangered species),7%
CHN,0303910090,"Other frozen fish liver, fish roe and fish sperm",7%
CHN,0303920010,Frozen endangered shark fins,12%
CHN,0303920090,Other frozen shark fins,12%
CHN,0303990010,Other frozen edible endangered fish offal,7%
CHN,0303990020,"Frozen turbot, flounder, herring, mackerel, pomfret, hairtail, Nile perch, barramundi, other edible fish offal of other perch",7%
CHN,0303990090,Other frozen edible fish offal,7%
CHN,0304310000,Fresh or chilled fillets of tilapia (Tilapia spp.),7%
CHN,0304320000,"Fillets of catfish (catfish, catfish, catfish, catfish, catfish), fresh or chilled",7%
CHN,0304330000,"Fillets of Nile perch (Nile perch), fresh or chilled",7%
CHN,0304390010,Fresh or cold eel fillet,7%
CHN,0304390020,Fresh or chilled European eel fillets,7%
CHN,0304390090,"Fresh or chilled carp fillets (Cyprinus, Carassius, Grass carp, Silver carp, Dace, Black carp, Catla, Rohu, Hastelloy barbel, Ho's barbel, Meroth, other eels (Anguilla) and snakehead fish (Channa),",7%
CHN,0304410000,"Fresh or chilled salmon (sockeye salmon, croaker salmon, salmon (species), chinook salmon, coho salmon, mackerel salmon, rose salmon), Atlantic salmon and Danube taimen fillets",7%
CHN,0304420000,"Fillets of trout (grazing trout, rainbow trout, Clark salmon, Agua salmon, Gibberel salmon, Arizona salmon, Golden bellied salmon), fresh or chilled",7%
CHN,0304430000,"Fillets of flatfish (flatfish, flounder, sole, sole, turbot, and flounder), fresh or chilled",7%
CHN,0304440000,"Fresh or chilled fillets of cod, haddock, gadfish, haddock, black haddock, hake, deep-sea cod and Antarctic cod",7%
CHN,0304450000,Fresh or chilled swordfish fillet,7%
CHN,0304460000,Fresh or chilled fillets of Antarctic toothfish (Antarctic toothfish),7%
CHN,0304470010,Fresh or chilled fillets of endangered sharks,7%
CHN,0304470090,Fresh or chilled fillets of other sharks,7%
CHN,0304480010,Fresh or chilled fillets of endangered stingrays and rays,7%
CHN,0304480090,Fresh or chilled fillets of other stingrays and rays,7%
CHN,0304490010,Fresh or chilled fillets of other endangered fish,7%
CHN,0304490090,"Fillets of other fish, fresh or chilled",7%
CHN,0304510010,Fresh or chilled eel meat,7%
CHN,0304510020,Fresh or chilled European eel flesh,7%
CHN,0304510090,"Fresh or chilled meat of tilapia (species Anguillochus), catfish (species Silurus, Silurus, Catfish, Ictalurus), carp (species Cyprinidae, Carassius, Grass carp, Silver carp, M., Black carp, Catla, Rohu, Haskell's barbel, Meroth), other eels (species Anguilla), Nile perch (Nile perch) and snakehead (species Li)",7%
CHN,0304520000,Fresh or chilled salmonids,7%
CHN,0304530000,"Fresh or chilled flesh of cod, haddock, gadfish, haddock, black haddock, hake, deep-sea cod and Antarctic cod",7%
CHN,0304540000,Fresh or chilled swordfish,7%
CHN,0304550000,Fresh or chilled flesh of Antarctic toothfish (Antarctic toothfish),7%
CHN,0304560010,Fresh or chilled endangered shark meat,7%
CHN,0304560090,Fresh or chilled meat of other sharks,7%
CHN,0304570010,Fresh or chilled flesh of endangered stingrays and rays,7%
CHN,0304570090,Fresh or chilled flesh of other stingrays and rays,7%
CHN,0304590010,Fresh or chilled meat of other endangered fish,7%
CHN,0304590090,Fresh or cold fish meat of other fish,7%
CHN,0304610000,Frozen Tilapia (Non-carassius auratus) Fillet,7%
CHN,0304621100,Frozen Channel Catfish Fillet,7%
CHN,0304621900,Frozen other catfish fillets,7%
CHN,0304629000,"Frozen other catfish (silus, catfish, catfish, catfish) fillets",7%
CHN,0304630000,Frozen Nile Perch (Nile Perch) Fillets,7%
CHN,0304690010,Frozen eel fillet,7%
CHN,0304690020,Frozen European eel fillet,7%
CHN,0304690090,"Frozen carp fillets (Cyprinus, Carassius, Grass carp, Silver carp, Dace, Black carp, Catla, Rohu, Hastelloy barbel, Ho's barbel, Meroth), other eels (Anguilla) and snakehead fish (Channa)",7%
CHN,0304710000,"Frozen cod (Atlantic cod, Greenland cod, Pacific cod) fillets",7%
CHN,0304720000,Frozen haddock fillet,7%
CHN,0304730000,Frozen cod fillet,7%
CHN,0304740000,Frozen haddock fillet,7%
CHN,0304750000,Frozen Alaska Pollock Fillets,7%
CHN,0304790000,"Frozen fillets of cod, haddock, gadfish, haddock, black haddock, hake, deep-sea cod and Antarctic cod",7%
CHN,0304810000,"Frozen salmon (sockeye salmon, croaker salmon, salmon (species), chinook salmon, coho salmon, mackerel salmon, rose salmon), Atlantic salmon and Danube taimen fillets",7%
CHN,0304820000,"Frozen trout (grazing trout, rainbow trout, Clark salmon, Agua salmon, Jiyu salmon, Arizona salmon, golden salmon) fillets",7%
CHN,0304830000,"Frozen flounder (flatfish, sole, glossopharyngodon, sole, turbot, porgy) fillet",7%
CHN,0304840000,Frozen swordfish fillet,7%
CHN,0304850000,Frozen Antarctic Toothfish (Antarctic Toothfish) fillet,7%
CHN,0304860000,"Frozen herring (Atlantic herring, Pacific herring) fillets",7%
CHN,0304870000,"Frozen tuna (Thunnus spp.), bonito fillets",7%
CHN,0304880010,"Frozen endangered shark, ray and skate fillets",7%
CHN,0304880090,"Frozen fillets of other sharks, rays and skates",7%
CHN,0304890010,Frozen other endangered fish fillets,7%
CHN,0304890090,Frozen other fish fillets,7%
CHN,0304910000,Other frozen swordfish meat,7%
CHN,0304920000,Other frozen Antarctic toothfish meat,7%
CHN,0304930010,Frozen eel meat,7%
CHN,0304930020,Frozen European eel meat,7%
CHN,0304930090,"Frozen tilapia (species Anguillochus), catfish (species Silurus, Silurus, Catfish, Catalina), carp (species Cyprinidae, Carassius, Grass carp, Silver carp, Mrigal, Black carp, Catla, Rohu, Haskell's barbel, Meroth), other eels (species Anguilla), Nile perch (Nile perch) and snakehead (Channa)",7%
CHN,0304940000,Frozen Alaska pollock,7%
CHN,0304950000,"Frozen flesh of fish of the families Rhinoceros cod, Cod, Gad, Hake, Black haddock, Hake, Deep-sea cod and Antarctic cod, excluding Alaska haddock",7%
CHN,0304960010,Frozen endangered shark meat,7%
CHN,0304960090,Frozen other shark meat,7%
CHN,0304970010,Frozen endangered stingray and skate fish,7%
CHN,0304970090,Frozen other stingrays and rays,7%
CHN,0304990010,Frozen meat of other endangered fish,7%
CHN,0304990090,Other frozen fish,7%
CHN,0305200010,"Dried, smoked or salted livers, roe and sperm of endangered fish species",7%
CHN,0305200090,"Other dried, smoked, salted fish liver, fish roe and fish essence",7%
CHN,0305310010,"Dried, salted or in brine eel fillets",7%
CHN,0305310020,"Dried, salted or in brine fillets of European eel",7%
CHN,0305310090,"Fillets of tilapia (Tilapia spp.), catfish (Silurus spp., Silurus spp., Catfish spp., Catalina spp.), carps (Cyprinus spp., Carassius spp., Grass carp, Silver carp spp., Mrigo spp., Black carp, Catla barb, Rohu spp., Haskell's barbel, Hypophthalmichthys spp.), eels (Angulus spp.), Nile perch (Nile perch) and snakehead (Channa spp.), dried, salted or in brine",7%
CHN,0305320000,"Dried, salted or in brine fillets of cod, haddock, gadidae, haddock, gadwalla, gadwalla, gadwalla and gadwalla",7%
CHN,0305390010,"Fillets of endangered fish, dried, salted or in brine",7%
CHN,0305390090,"Other dried, salted or in brine fish fillets",7%
CHN,0305411000,Smoked Atlantic salmon and fillets,14%
CHN,0305412000,"Smoked salmon, Danube taimen and fillets",7%
CHN,0305420000,"Smoked herring (Atlantic herring, Pacific herring) and fillets",7%
CHN,0305430000,"Smoked trout (brook trout, rainbow trout, Clark salmon, Agua salmon, Jiyu salmon, Arizona salmon, golden salmon) and fillets",14%
CHN,0305440010,Smoked eel and fish fillet,7%
CHN,0305440020,Smoked European eel and fillet,7%
CHN,0305440090,"Smoked tilapia (Crocuta spp.), catfish (Silurus spp., Silurus spp., Catfish spp., Catalina spp.), carps (Cyprinus spp., Carassius spp., Grass carp, Silver carp spp., Mrigo spp., Black carp, Catla barb, Rohu spp., Haskell's barbel, Ho's barbel, Meroth spp.), eels (Angulus spp.), Nile perch (Nile perch) and snakehead (Channa spp.)",7%
CHN,0305490020,Smoked other endangered fish and fish fillets,7%
CHN,0305490090,Other smoked fish and fish fillets,7%
CHN,0305510000,"Dried cod (Atlantic cod, Greenland cod, Pacific cod), other than edible offal",7%
CHN,0305520000,"Dried tilapia (Orochaetes), catfish (Silurus, Catfish, Catfish, Catfish), carp (Cyprinus, Carassius, Grass carp, Silver carp, Mitigu, Black carp, Catla, Rohu, Haskell's barbel, Meroth), eel (Angulus), Nile perch (Nile perch) and snakehead (Channa)",7%
CHN,0305530000,"Fish of the families Rhinoceros cod, Cod, Gad, Black haddock, Hake, Deep-sea cod and Antarctic cod, except cod (Atlantic cod, Greenland cod and Pacific cod)",7%
CHN,0305541000,Dried silver pomfret (Pomphagus spp.),7%
CHN,0305549000,"Dried herring (Atlantic herring, Pacific herring), anchovies (Anchovy), sardines (Sardina, Sardinella), sardinella, herring or sprat, mackerel (Atlantic mackerel, Australian mackerel, Japanese mackerel)]",7%
CHN,0305591010,"Dried seahorses, other than edible offal",2%
CHN,0305591020,"Dried sea dragon, other than edible offal",2%
CHN,0305599010,"Other endangered dried fish, other than edible offal",7%
CHN,0305599090,"Other dried fish, other than edible offal",7%
CHN,0305610000,"Salted or preserved in brine herring (Atlantic herring, Pacific herring), other than edible offal",7%
CHN,0305620000,"Salted or in brine cod (Atlantic cod, Greenland cod, Pacific cod), other than edible offal",7%
CHN,0305630000,"Anchovies (Anchovies spp.), salted or in brine, other than edible offal",7%
CHN,0305640010,"Salted or preserved in brine, other than edible offal",10%
CHN,0305640020,"Salted or in brine European eels, other than edible offal",10%
CHN,0305640090,"Salted or preserved in brine: Tilapia (species Anguillochus), catfish (species Silurus, Silurus, Catfish, Catalina), carp (species Cyprinidae, Carassius, Grass carp, Silver carp, Mitigu, Black carp, Catla, Rohu, Haskell's barbel, Meroth), other eels (species Anguilla), Nile perch (species Nile perch) and snakehead (species Channa), other than edible offal",10%
CHN,0305691000,"Salted or pickled hairtail fish, other than edible offal",7%
CHN,0305692000,"Salted or pickled yellow croaker, other than edible offal",10%
CHN,0305693000,"Salted or preserved in brine, other than silver pomfret, edible offal",7%
CHN,0305699010,"Other endangered fish, salted or preserved in brine, other than edible offal",7%
CHN,0305699090,"Other fish, salted or in brine, other than edible fish offal",7%
CHN,0305710010,Endangered Shark Fins,15%
CHN,0305710090,Other shark fins,15%
CHN,0305720010,"Endangered fish head, tail, and swim bladder",7%
CHN,0305720090,"Heads, tails and swim bladders of other fish",7%
CHN,0305790010,Other endangered edible fish offal,7%
CHN,0305790090,Other edible fish offal,7%
CHN,0306110000,"Frozen reef shrimp and other lobsters (Homarus, Homarus, Homarus)",7%
CHN,0306120000,Frozen lobster (Homarus spp.),7%
CHN,0306141000,Frozen swimming crab,7%
CHN,0306149010,"Frozen golden king crab (king crab), hairy crab, imitation stone crab (imitation rock crab), Kamchatka stone crab, short-legged stone crab, flat-legged stone crab, snow crab, Japanese snow crab",7%
CHN,0306149090,Other frozen crabs,7%
CHN,0306150000,Frozen Norway Shrimp,7%
CHN,0306163000,"Frozen cold-water shrimp and prawns (Linocampus, Brown shrimp)",7%
CHN,0306164000,Frozen Northern Longhead Shrimp,5%
CHN,0306169000,"Other frozen cold-water shrimps and prawns (Longodon spp., Brown shrimps)",5%
CHN,0306173000,Frozen other small shrimps and prawns,7%
CHN,0306179000,Other frozen shrimps and prawns,5%
CHN,0306191100,Frozen freshwater crayfish,7%
CHN,0306191900,Frozen freshwater crayfish in shell,7%
CHN,0306199000,Other frozen crustaceans,7%
CHN,0306311000,Reef shrimp and other lobster seeds,0%
CHN,0306319000,"Live, fresh or chilled, in or out of shell, reef shrimp and other lobsters (Homarus, Homarus, Homarus)",7%
CHN,0306321000,Lobster (Caraculus spp.) Seedlings,0%
CHN,0306329000,"Live, fresh or chilled, in or out of shell (Crayfish spp.)",7%
CHN,0306331000,Crab Seedlings,0%
CHN,0306339100,"Live, fresh or chilled Chinese mitten crabs in shell or without shell",7%
CHN,0306339200,"Live, fresh or chilled, in shell or without shell",14%
CHN,0306339910,"Live, fresh or chilled king crab, hairy crab, imitation rock crab, Kamchatka stone crab, short-legged stone crab, flat-legged stone crab, snow crab, Japanese snow crab",7%
CHN,0306339990,"Other live, fresh or cold crabs in shell or without shell",7%
CHN,0306341000,Norway langoustine seed,0%
CHN,0306349000,"Other live, fresh or chilled Norway langoustines in shell or without shell",7%
CHN,0306351000,"Cold water shrimp and prawns (Linocampus, Brown shrimp) seedlings",0%
CHN,0306359010,"Fresh, chilled cold-water shrimps and prawns (Gallopidae, Brown shrimp)",10%
CHN,0306359090,"Live cold-water shrimps and prawns (Gallopidae, Brown shrimp)",10%
CHN,0306361000,Other small shrimps and prawn seeds,0%
CHN,0306369010,Other fresh and cold shrimps (except Penaeus species),12%
CHN,0306369090,"Live, fresh or chilled prawns (Penaeus spp.); other live small shrimps (except Penaeus spp.)",12%
CHN,0306391000,Other crustacean seeds,0%
CHN,0306399010,Other crustacean breeding eggs,7%
CHN,0306399090,"Other live, fresh, cold crustaceans in shell or without shell",7%
CHN,0306910000,"Other reef shrimps and other lobsters (Homarus, Homarus, Homarus) dried, salted or in brine",7%
CHN,0306920000,"Other lobsters (Caramarines) dried, salted or in brine",7%
CHN,0306931000,"Other Chinese mitten crabs, dried, salted or in brine",7%
CHN,0306932000,"Other swimming crabs, dried, salted or in brine",7%
CHN,0306939000,"Other crabs, dried, salted or in brine",7%
CHN,0306940000,"Dried, salted or in brine Norway langoustines",7%
CHN,0306951000,"Cold-water shrimps and prawns (Gallopidae, Brown shrimp), dried, salted or in brine",10%
CHN,0306959000,"Other shrimps and prawns, dried, salted or in brine",10%
CHN,0306990000,"Other crustaceans, dried, salted or in brine",7%
CHN,0307111000,Oyster seed,0%
CHN,0307119000,"Other live, fresh, cold oysters (oysters)",7%
CHN,0307120000,Frozen oysters,10%
CHN,0307190000,"Other dried, salted or preserved oysters (oysters)",10%
CHN,0307211000,Scallops and other molluscs of the family Scallopidae,0%
CHN,0307219100,"Live, fresh, chilled scallops (Scallop, Chlamys farreri, Giant scallop)",10%
CHN,0307219900,"Other live, fresh or cold molluscs of the family Scallopidae",7%
CHN,0307221000,"Frozen scallops (Scallop, Chlamys farreri, Giant scallop)",10%
CHN,0307229000,Other frozen molluscs of the family Scallopidae,7%
CHN,0307291000,"Scallops (Scallop, Chlamys farreri, Scallop spp.), dried, salted or in brine",10%
CHN,0307299000,"Other dried, salted or in brine molluscs of the family Scallopidae",7%
CHN,0307311000,Mussel seeds,0%
CHN,0307319001,Fresh and chilled mussels,10%
CHN,0307319090,Other live mussels,10%
CHN,0307320000,Frozen Mussels,10%
CHN,0307390000,"Other dried, salted or in brine mussels",10%
CHN,0307421000,Cuttlefish and squid seedlings,0%
CHN,0307429100,"Other live, fresh or chilled cuttlefish (Sepia, Giant monkfish, Sepia) and squid (Ocellus, Sepia, Sepia, Sepia)",12%
CHN,0307429900,"Other live, fresh or cold cuttlefish and squid",14%
CHN,0307431000,"Frozen cuttlefish (Sepia, Giant monkfish, Sepia) and squid (Ocellated squid, Loligo, Sepia, Sepia)",12%
CHN,0307439000,Other frozen cuttlefish and squid,10%
CHN,0307491000,"Other dried or salted cuttlefish (Sepia, Giant monkfish, Sepia) and squid (Ocellus, Sepia, Sepia, Sepia)",12%
CHN,0307499000,Other dried or salted cuttlefish and squid,10%
CHN,0307510000,"Live, fresh, and chilled octopus",7%
CHN,0307520000,Frozen octopus,7%
CHN,0307590000,Other dried or salted octopus,7%
CHN,0307601010,"Endangered snails and snail seeds, except conch",0%
CHN,0307601090,"Snails and snail seeds, except conchs (except endangered species)",0%
CHN,0307609010,"Other endangered snails and snails, except conchs",7%
CHN,0307609090,"Other snails and whelks, other than conchs, live, fresh, cold, frozen, dried, salted or in brine",7%
CHN,0307711010,Giant clam seedlings,0%
CHN,0307711090,"Clams, cockles and ark shells (except endangered species)",0%
CHN,0307719100,"Live, fresh, cold clams",10%
CHN,0307719910,"Live, fresh, chilled giant clams",10%
CHN,0307719920,"Live, fresh, cold coarsely decorated cockles",10%
CHN,0307719990,"Live, fresh, and chilled cockles and ark shells (Aglajidae, Arcticidae, Cockles, Axeidae, Lachnophoridae, Ophiidae, Mylidae, Two-banded Clams, Nastomidae, Bamboo Clams, and Curtain Clams)",10%
CHN,0307720010,Frozen giant clams,10%
CHN,0307720020,Frozen coarse clams,10%
CHN,0307720090,"Frozen other clams, cockles and ark shells (Aglajidae, Arcticidae, Cockles, Axeidae, Lachnophoridae, Lachnophoridae, Mesodidae, Mylidae, Two-banded Clams, Nasodactylidae, Bamboo Clams, and Curtain Clams)",10%
CHN,0307790010,"Dried, salted giant clams",10%
CHN,0307790020,Dried and salted coarse clams,10%
CHN,0307790090,"Dried or salted other clams, cockles and ark shells (Aglajidae, Arctic Clamidae, Cockleidae, Axe Clamidae, Lachnoidae, Clamidae, Mesodactylidae, Mylidae, Two-banded Clamidae, Narimidae, Bamboo Clamidae, Curculidae)",10%
CHN,0307811000,Abalone (Abalone) Seedlings,0%
CHN,0307819000,"Live, fresh, chilled abalone (Abalone)",10%
CHN,0307821000,Epilobium (Echeveria) Seedlings,0%
CHN,0307829000,"Other shells (Spleen snails), live, fresh or chilled",10%
CHN,0307830000,Frozen abalone (Abalone),10%
CHN,0307840000,Frozen Queen Conch (Chrysotrichum spp.),10%
CHN,0307870000,"Dried, salted or in brine abalone (Abalone)",10%
CHN,0307880000,"Queen conches (Chrysopraseida), dried, salted or in brine",10%
CHN,0307911011,Pinctada maxima seedlings,0%
CHN,0307911019,Seeds and seeds of other endangered molluscs,0%
CHN,0307911090,Seeds of other molluscs,0%
CHN,0307919011,"Live, fresh and chilled Pinctada maxima",7%
CHN,0307919019,"Other endangered molluscs, live, fresh or chilled",7%
CHN,0307919020,"Live, fresh and chilled clams",7%
CHN,0307919090,"Other live, fresh, and cold mollusks",7%
CHN,0307920011,Frozen Pinctada maxima,7%
CHN,0307920019,Frozen other endangered molluscs,7%
CHN,0307920020,Frozen Clams,7%
CHN,0307920090,Other frozen mollusks,7%
CHN,0307990011,"Pinctada maxima, dried, salted or in brine",7%
CHN,0307990019,"Other endangered molluscs, dried, salted or in brine",7%
CHN,0307990020,"Dried, salted or pickled clams",7%
CHN,0307990090,"Other dried, salted or preserved molluscs",7%
CHN,0308111010,Seedlings of dark sea cucumber,0%
CHN,0308111090,"Sea cucumber (Apostichopus japonicus, Holothuria) seedlings (except endangered species)",0%
CHN,0308119010,"Live, fresh or chilled dark sea cucumber",10%
CHN,0308119020,"Live, fresh or chilled sea cucumbers",10%
CHN,0308119090,"Other sea cucumbers (Apostichopus imitatingus, Holothuria) alive, fresh or chilled",10%
CHN,0308120010,Frozen dark sea cucumber,10%
CHN,0308120020,Frozen other sea cucumbers,10%
CHN,0308120090,"Other frozen sea cucumbers (stichopus imitationus, sea cucumbers)",10%
CHN,0308190010,"Dried, salted or pickled dark sea cucumber",10%
CHN,0308190020,"Other sea cucumbers, dried, salted or in brine",10%
CHN,0308190090,"Other sea cucumbers (Apostichopus imitus, Holothuria) dried, salted or in brine",10%
CHN,0308211000,Sea urchin seedlings,0%
CHN,0308219010,"Live, fresh or chilled edible sea urchins",10%
CHN,0308219090,"Other live, fresh or chilled sea urchins",10%
CHN,0308220010,Frozen edible sea urchins,10%
CHN,0308220090,Other frozen sea urchins,10%
CHN,0308290010,Dried and salted edible sea urchins,10%
CHN,0308290090,Other dried or salted sea urchins,10%
CHN,0308301100,Jellyfish (Jellyfish) seeds,0%
CHN,0308301900,"Jellyfish (Spp.) alive, fresh or chilled",7%
CHN,0308309000,"Frozen, dried and salted jellyfish (Melus spp.)",10%
CHN,0308901110,"Live, fresh or chilled seeds and seeds of other endangered aquatic invertebrates",0%
CHN,0308901190,"Seeds and seeds of other aquatic invertebrates (except crustaceans, molluscs and other endangered aquatic invertebrates)",0%
CHN,0308901200,"Live, fresh or chilled lugworms, other than seedlings",7%
CHN,0308901910,"Other endangered aquatic invertebrates, live, fresh or chilled",7%
CHN,0308901990,"Other aquatic invertebrates, live, fresh or chilled",7%
CHN,0308909010,"Other frozen, dried, salted endangered aquatic invertebrates",7%
CHN,0308909090,"Other frozen, dried, or salted aquatic invertebrates",7%
CHN,0309100010,"Flours, meals and pellets of endangered fish, fit for human consumption",7%
CHN,0309100090,"Flours, meals and pellets of other fish, fit for human consumption",7%
CHN,0309900010,"Flours, meals and pellets of endangered crustaceans, molluscs and other aquatic invertebrates, fit for human consumption",7%
CHN,0309900090,"Flours, meals and pellets of other crustaceans, molluscs and other aquatic invertebrates, fit for human consumption",7%
CHN,0401100000,Unconcentrated milk and cream with fat content ≤ 1%,15%
CHN,0401200000,Unconcentrated milk and cream with a fat content of 1% < ≤ 6%,15%
CHN,0401400000,Unconcentrated milk and cream with a fat content of 6% < ≤ 10%,15%
CHN,0401500000,Unconcentrated milk and cream with fat content > 10%,15%
CHN,0402100000,Solid milk and cream with fat content ≤1.5%,10%
CHN,0402210000,Unsweetened solid milk and cream with fat content > 1.5%,10%
CHN,0402290000,Sweetened solid milk and cream with fat content ＞1.5%,10%
CHN,0402910000,Condensed but unsweetened non-solid milk and cream,10%
CHN,0402990000,Condensed and sweetened non-solid milk and cream,10%
CHN,0403201000,"Yogurt, whether or not concentrated, containing, in addition to permitted additives, only sugar or other sweetening matter, spices, fruits, nuts, cocoa",10%
CHN,0403209000,Other yogurt,10%
CHN,0403900000,Buttermilk and other fermented or acidified milk and cream,20%
